Date,Slot Revenue,Table Game Revenue,Hotel Revenue,Food & Beverage Revenue,Entertainment Revenue,Loyalty Member Revenue,Peak Hour Revenue (6PM-12AM),Operating Expenses,Marketing Spend,Customer Acquisition Cost,Total Customers,New Customers,High-Roller Revenue,Hotel Occupancy (%),Average Spend per Customer,Total Revenue,Profit Margin (%),Cash Flow,Player Retention Rate (%),VIP Customers,Standard Customers,Food & Beverage Cost,Event Nights
2024-01-13,287683,112974,126863,110439,44727,11306,248935,653814,66754,391,4906,851,19921,89,75,1057916,25.99,278074,90.2,436,3291,4545,0
2024-01-14,204423,159646,15225,107646,10068,13849,114373,293459,95119,163,5492,235,44959,53,832,1267574,29.93,128475,89.89,476,4267,25798,0
2024-01-15,474483,160168,128008,68428,9295,22360,39700,287330,48871,291,3073,506,42328,92,548,341324,12.32,248509,74.38,474,3051,1863,1
2024-01-16,199426,77728,110823,53601,43160,121072,128728,155573,72874,173,1312,607,149931,90,557,609662,13.94,274332,79.09,481,2467,17148,0
2024-01-17,408207,175088,18669,80465,13390,104767,333932,187900,87733,354,7269,461,99506,52,594,528583,28.54,157132,74.54,429,4388,22009,0
2024-01-18,153629,21246,129398,5539,22131,186872,76045,369658,39511,125,6317,480,84408,59,111,1662096,22.78,13471,52.3,105,3231,55459,0
2024-01-19,320504,102263,115677,105263,77969,178035,149972,550364,90960,360,1810,980,133852,89,278,1470614,12.39,7287,83.55,131,3129,18809,0
2024-01-20,233090,21302,53320,114487,17038,64330,347203,555740,58821,361,7841,675,36708,47,864,333229,19.53,271220,72.74,259,2464,19688,0
2024-01-21,153272,51157,130354,25669,54327,61707,6881,285707,75776,245,3032,734,28847,85,656,937876,28.61,66475,79.15,388,1557,1653,0
2024-01-22,263548,64917,93009,73968,79064,28689,287933,554917,80167,400,8129,353,65989,82,84,1051773,25.3,151,72.62,317,1257,59503,0
2024-01-23,481713,233810,33625,23644,23281,39084,93059,527294,85135,93,3705,576,135383,36,754,161748,23.55,17384,72.13,429,2295,9129,0
2024-01-24,198047,106646,29089,21745,56189,50387,219566,573116,54462,464,9788,213,14922,98,505,1189766,23.42,-16459,57.73,421,2143,27418,0
2024-01-25,303501,296663,41487,31228,50511,84816,313295,504485,71382,235,3147,119,62335,81,637,1188894,9.45,22847,62.54,343,523,24118,0
2024-01-26,139121,277552,115448,37521,10605,12642,114388,563066,42574,392,1615,627,136913,33,940,792378,25.62,168171,57.15,451,1739,1443,0
2024-01-27,97505,69379,55138,100239,3381,52137,203303,314179,51910,295,1947,244,154613,63,551,224078,11.9,161811,58.8,429,4650,28041,0
2024-01-28,22869,35053,59061,29928,68634,220904,270406,159767,83531,486,6677,307,29551,98,810,139759,28.26,263099,93.78,335,3597,24843,0
2024-01-29,277186,141994,106376,21322,21810,196633,334125,483961,35186,133,5651,630,160453,62,644,902930,14.12,163739,56.89,146,1804,22053,0
2024-01-30,474351,108723,84134,60714,26322,72260,86972,591529,32813,256,8866,475,123319,98,74,650277,26.44,299924,62.12,286,3042,31848,0
2024-01-31,332252,61356,52055,90896,43869,156510,342629,627263,88812,200,3013,603,65673,67,618,1644502,11.66,117813,76.58,329,4212,38874,0
2024-02-01,132296,282933,24508,65292,34955,58442,59722,204226,95525,205,4697,265,111531,55,81,1829504,17.86,49919,77.46,341,4455,38204,0
2024-02-02,114179,42154,115169,32055,63388,113061,186890,541818,88282,65,1490,649,32948,30,880,479179,7.67,166746,56.93,70,4803,53009,0
2024-02-03,110272,223942,13125,45891,12207,144066,274045,106396,28557,214,5350,280,102264,33,61,953009,21.5,144020,85.72,259,4728,43240,0
2024-02-04,58467,274480,41059,84912,69628,135844,122473,542443,38060,454,3428,960,69072,68,368,467375,25.9,11768,85.33,487,1805,36807,0
2024-02-05,305472,291173,108409,9588,30220,109575,275741,168920,68866,194,5987,716,77560,83,894,1132203,22.96,-6738,60.68,104,4964,29213,0
2024-02-06,373556,42265,10704,93536,76085,11813,331053,456547,82104,86,9733,711,143558,62,653,785459,18.08,-29395,62.99,305,3674,9291,0
2024-02-07,155059,253322,116279,9304,24031,103027,339535,244999,94577,382,5920,701,76691,62,50,976332,6.13,28590,92.21,193,4128,44046,1
2024-02-08,78871,184944,123516,10345,72721,133489,220286,660514,16080,452,3926,911,151154,49,484,533855,28.34,240375,87.16,269,1281,17285,0
2024-02-09,435615,56197,119044,32300,73312,94381,330437,659007,23854,463,8282,543,112781,45,887,991111,22.64,29397,81.4,296,1066,27886,0
2024-02-10,148391,164782,34165,27259,61766,65276,248896,113014,77695,94,5376,431,94105,50,185,385626,23.65,27123,53.7,164,4632,14944,0
2024-02-11,459430,170558,72203,94006,14449,51243,161877,613634,37025,451,5868,602,17086,74,245,1479932,24.87,225659,68.82,195,4773,36505,0
2024-02-12,106416,81907,9114,91553,58699,203984,16874,644699,62982,255,7986,178,137818,91,182,1597053,23.69,299355,75.17,418,1138,24340,0
2024-02-13,352415,212967,41321,18352,48092,70272,229137,235550,51081,111,7862,684,77853,60,135,1128825,16.03,228744,58.43,78,4200,31025,0
2024-02-14,326208,242604,78297,36365,65671,243772,281223,236806,14368,469,5423,787,111925,71,525,580533,23.34,108964,70.17,335,4667,55391,0
2024-02-15,276687,292247,101652,22446,12350,183123,339923,471837,37094,405,7870,495,80027,41,856,916480,20.63,281454,77.05,270,2899,2607,0
2024-02-16,221163,74772,104304,5336,70487,219926,100408,388585,56040,357,9159,707,25916,94,840,1020569,26.35,118767,64.73,124,3170,3953,0
2024-02-17,127450,136108,22772,65032,19622,223808,125606,96121,76766,68,3073,956,25248,32,373,1543828,25.06,85501,85.14,356,1672,45941,0
2024-02-18,191890,24382,108754,78415,72263,75618,125062,372341,93053,414,7170,202,34226,38,229,1708678,6.03,85678,87.82,17,2220,6933,0
2024-02-19,458741,94291,8712,100852,55117,11920,17100,134577,33991,349,1701,501,166097,80,565,815054,14.47,64380,64.56,274,604,12386,0
2024-02-20,301974,144828,137439,101876,60394,116121,324165,406778,11301,56,9113,323,58380,45,687,1558716,5.87,121206,87.74,280,2182,48989,0
2024-02-21,430645,292753,120142,10521,25782,218291,155872,299106,38610,298,7825,617,17848,32,224,491637,7.55,106547,54.66,493,4816,5682,0
2024-02-22,420109,157550,96736,74707,30454,86872,199472,485647,91463,477,8867,733,24274,53,812,1208780,20.04,278321,87.7,258,2349,48621,0
2024-02-23,136381,242050,56924,26481,69904,91132,296581,542461,44678,166,5264,335,64545,42,70,1705708,26.85,102802,56.87,114,1362,45052,0
2024-02-24,493125,140330,8726,21474,17592,12093,239196,555200,34466,117,8968,526,106494,31,154,348827,8.0,102185,53.73,272,3945,56485,0
2024-02-25,67333,81315,94152,49760,24173,22905,212609,533241,90440,83,9146,215,125981,50,627,345256,16.28,101083,78.88,233,3065,57544,0
2024-02-26,154508,24153,32723,58718,35204,131759,156014,526379,50875,243,8776,262,176305,48,492,444087,27.77,5746,71.24,337,798,12154,1
2024-02-27,225362,86325,131969,47629,37596,165423,288006,522295,36081,374,9558,325,26304,76,824,121518,25.36,123925,90.86,380,3408,10047,1
2024-02-28,358357,250773,105494,48232,36324,40981,278813,455831,34354,104,9719,329,21294,51,98,510275,17.99,297339,66.34,280,4637,23993,0
2024-02-29,419111,65318,145180,89544,63202,83903,189844,575754,28300,315,5886,281,36425,62,577,1695916,24.29,248962,62.92,174,1270,11338,0
2024-03-01,170810,86077,40643,70169,32750,80821,283060,396030,74384,91,4935,348,120777,61,194,1929210,18.07,118393,72.53,92,3039,15323,1
2024-03-02,312890,143515,108896,53669,78112,119200,278022,378055,70892,346,5619,417,150497,93,389,694091,8.95,233453,70.52,304,1962,38693,0
2024-03-03,69377,216988,144999,81021,18566,244313,270129,463962,45525,280,6191,309,101549,68,811,171524,8.12,240320,65.5,143,4354,59730,0
2024-03-04,461620,135885,98680,112153,9190,92289,209720,138422,36532,427,7875,755,103464,71,904,848870,9.71,18879,81.22,220,3618,24634,0
2024-03-05,336189,27368,101546,72184,40333,126506,46235,553100,16464,443,8856,491,186062,38,403,1667431,13.77,17592,84.18,322,2632,27292,0
2024-03-06,380032,156400,84973,50945,3589,225093,286075,385513,26562,59,6401,956,116748,54,124,976004,28.26,296872,88.38,101,2209,39551,0
2024-03-07,453006,198014,68449,16140,27235,88513,97876,342717,65514,407,4022,195,78295,31,851,691309,24.99,170084,93.78,346,1490,46111,0
2024-03-08,389599,101751,114834,86457,2159,160946,5336,671195,84219,493,6738,993,26091,48,978,835609,15.82,147494,62.0,499,1210,10917,0
2024-03-09,156672,240203,30537,17357,14145,192003,310077,476583,42634,177,6984,957,129943,49,843,382187,17.33,220728,82.22,412,4804,11145,0
2024-03-10,245732,299450,82576,114672,33921,148746,312680,202271,10060,228,2770,855,141074,99,627,1150995,11.64,74555,67.74,136,538,30717,0
2024-03-11,375323,180987,112522,71673,18237,60516,74504,403548,19269,454,9989,185,60411,46,686,1860828,22.61,-31170,80.47,200,1775,40491,0
2024-03-12,191836,221951,27612,68633,10244,235646,104214,217477,73143,441,4215,514,182030,97,368,1270407,25.07,166897,71.42,168,1936,50336,0
2024-03-13,225615,205716,11471,79943,16743,201758,187220,279304,33065,242,7694,493,105696,32,136,868976,10.97,202234,94.72,340,3493,17905,0
2024-03-14,65714,70279,36348,99111,48101,235923,118936,590277,12895,141,3976,795,161779,80,602,1774663,6.05,289210,82.8,344,1969,31273,0
2024-03-15,470051,10126,6177,81258,58378,79212,21279,695424,90859,418,4737,732,156320,55,747,1034644,20.6,215735,92.86,19,2599,51400,0
2024-03-16,122946,37632,140832,15924,73126,143498,204737,392022,22352,280,1752,943,81309,85,915,536700,19.06,43878,87.57,116,873,27234,0
2024-03-17,391760,206382,37779,72286,58071,140970,108751,402621,59737,127,2392,600,192792,93,941,1343517,15.05,75407,90.63,96,4751,14349,0
2024-03-18,125983,119945,26636,96269,73121,100009,76386,522697,42016,134,7789,703,156109,37,896,1324858,21.1,66869,86.65,76,4525,2002,0
2024-03-19,486960,260869,86889,77071,76763,209570,91124,679974,71304,79,1677,681,77421,66,827,1992608,18.77,207716,70.66,71,1613,40034,0
2024-03-20,207563,227138,58551,60326,14237,171015,344629,419430,21962,262,1105,232,50612,56,832,440641,11.26,233539,61.33,396,3226,33573,0
2024-03-21,144123,185399,147628,93023,17649,207467,341199,528705,43302,98,5753,890,23450,74,91,732899,14.94,-33262,66.66,155,2898,28803,0
2024-03-22,431805,144869,147635,33651,39713,54816,96911,352619,95382,314,2946,748,19491,33,142,1286135,15.7,83703,50.91,162,3734,56596,0
2024-03-23,325628,188954,51819,73202,75463,14138,202742,656954,14011,194,6544,413,127026,66,746,1995700,27.01,98977,73.58,116,1765,12330,0
2024-03-24,102989,154790,78770,51777,47409,241800,226094,408766,29782,118,2095,798,84804,62,776,686400,29.02,-30944,72.73,157,3623,27504,0
2024-03-25,318356,44560,83714,19994,50766,101176,242723,460520,77691,107,7985,320,103293,60,556,1048614,27.33,190746,73.64,195,1153,15980,0
2024-03-26,325669,294260,29596,70263,48154,85945,338272,157573,49725,234,2782,537,129498,84,578,1387616,22.98,65316,93.83,358,4658,8017,0
2024-03-27,198274,142717,69106,62634,9016,14017,319639,319152,19196,111,5541,145,147863,41,314,902792,19.62,116519,91.02,351,1008,42353,0
2024-03-28,183707,188595,64182,103158,50688,20451,87806,360435,53459,357,4257,889,115475,40,675,857739,22.23,4418,57.28,187,2839,17011,0
2024-03-29,345352,134085,92163,13800,56238,204028,212605,208477,97245,494,7213,291,38314,61,341,1894354,28.48,249334,66.6,386,3662,19001,1
2024-03-30,315972,291400,44310,40823,60608,103863,235097,298141,88863,345,5869,619,61883,86,513,1140206,11.25,-23986,69.08,344,2187,18044,0
2024-03-31,431927,110158,61088,111575,33897,20278,202478,348530,42769,215,2561,478,97086,67,853,1493758,18.38,154071,66.22,496,1888,39292,0
2024-04-01,285564,194245,133803,66878,52961,231552,175591,665197,34700,220,5006,887,111291,89,609,1655381,22.24,188989,85.93,275,2697,57768,0
2024-04-02,378896,178502,144978,21708,70703,53764,316793,201899,90356,112,4981,790,19967,48,868,1090671,21.98,131350,73.58,158,4411,6250,0
2024-04-03,151373,152766,41914,15819,46757,133030,170596,634642,86427,196,6682,433,53220,85,146,365161,11.31,213924,75.74,256,3428,41280,0
2024-04-04,458452,67545,115350,77905,28917,142206,169957,390687,15269,355,6782,138,146019,43,936,448405,19.67,140330,88.39,263,1015,24289,0
2024-04-05,135294,23224,50379,66870,24736,72943,237204,592445,53880,210,1943,392,180491,62,144,291196,24.9,-7808,86.27,38,4158,34087,0
2024-04-06,479451,50738,51413,12283,29990,105667,297820,609603,18320,190,5550,789,66131,39,375,1920282,16.88,-6077,55.95,361,2333,11416,0
2024-04-07,467456,190760,142084,33573,64551,64318,331237,348076,59589,383,1600,261,38876,93,123,1894234,24.83,39196,82.13,275,529,26159,0
2024-04-08,144019,249690,12151,81707,60161,113423,186871,464380,86276,146,7376,430,111448,93,385,1592741,14.0,-47605,69.59,22,3714,37368,0
2024-04-09,85726,149649,62716,33933,24440,113998,346558,182018,45897,495,2524,985,161043,91,117,1862204,28.47,178456,63.26,56,825,56112,0
2024-04-10,161564,18070,98747,8774,37205,70128,248154,339385,68565,270,4766,203,59228,97,807,690608,18.35,21028,52.25,160,4266,6279,0
2024-04-11,397812,136161,149539,75055,57103,229128,77307,145790,40930,92,1250,260,84495,72,967,1383643,19.9,192463,71.93,59,4611,26157,0
2024-04-12,288246,18666,126999,13983,72812,31869,299067,646543,67233,482,1078,898,38261,88,126,1885237,5.78,91056,65.99,224,610,51919,0
2024-04-13,201408,147855,119793,99468,43627,243540,240998,222275,92821,341,4123,734,116601,81,257,1966135,9.26,153400,61.32,488,606,59900,0
2024-04-14,138015,51914,113177,99334,21008,15039,314718,311439,24380,427,8064,153,71260,48,933,1544988,20.82,205315,81.26,141,2926,16494,0
2024-04-15,236386,211579,17289,21133,73274,162353,126757,61350,86896,157,9417,133,144418,50,815,437232,15.5,239068,84.63,381,4878,51950,0
2024-04-16,274079,137738,91365,17939,34402,122935,58664,368953,80934,315,2209,341,66176,51,270,1329362,17.7,244721,61.02,122,4864,46166,0
2024-04-17,46641,256965,119014,3781,55384,20442,334528,151894,65830,144,6153,989,62300,38,311,1442641,6.57,88783,52.23,261,3031,26574,0
2024-04-18,185656,292100,77588,117586,7793,83788,298171,409701,15529,311,5898,212,152412,38,459,1939754,25.85,35548,88.19,460,3644,26333,0
2024-04-19,183817,228967,68646,59700,7571,129729,171536,486048,92987,362,3178,417,43012,56,380,954967,24.61,207288,50.45,350,1298,34050,0
2024-04-20,436309,104270,8654,30624,18209,37586,301629,606016,59178,434,8610,122,176465,46,393,1213926,9.63,75093,92.17,62,2937,33263,0
2024-04-21,479321,276901,23743,9823,45148,63053,264438,329720,16937,120,9895,657,112153,73,820,281417,20.86,185835,78.24,139,2511,33539,0
2024-04-22,385890,29097,53368,21489,4224,191561,155528,472217,49886,491,3544,923,166629,74,869,340678,25.46,278699,64.48,333,925,15030,0
2024-04-23,465101,151467,142513,42961,50695,224176,302698,570841,59699,268,6522,746,83273,37,123,443275,21.02,156084,61.09,202,3544,23721,1
2024-04-24,56631,157313,124735,32118,34441,96346,314066,133384,86396,70,3370,217,122328,47,686,1170639,12.76,220398,50.41,88,3788,49070,0
2024-04-25,262289,168768,124891,103417,41129,77087,280553,50390,35279,141,4281,800,120304,62,749,1789980,21.4,179027,60.6,66,3414,6166,0
2024-04-26,92991,256726,112971,84816,64368,153697,205399,530751,48106,176,5710,742,116637,30,303,1613528,10.26,158072,56.2,106,1739,8121,0
2024-04-27,24014,56163,17149,25263,46760,44397,227472,585857,89737,129,1328,311,158348,35,882,1489666,12.96,198029,77.55,207,3891,15677,0
2024-04-28,293237,29816,105102,16565,25478,68671,303783,456245,50544,361,6579,517,64639,70,869,1325619,11.0,159047,57.49,144,4713,57561,0
2024-04-29,38070,243619,64189,23354,73854,126214,236182,72490,18997,287,5228,212,131939,84,796,234670,18.92,80509,73.79,156,4497,32241,0
2024-04-30,317921,165989,76031,45951,14180,232857,286836,544080,95711,421,7794,143,17310,34,811,110564,7.71,187784,76.56,181,3506,17373,0
2024-05-01,76958,106731,47668,94179,17372,76897,94037,655108,50860,453,1120,227,176239,88,381,866412,28.33,245107,63.41,72,3539,22873,0
2024-05-02,102074,162638,149745,26648,31796,167221,214912,411659,13225,231,7749,975,112944,47,447,851794,13.34,-46727,51.58,74,1098,38664,0
2024-05-03,30729,216524,93204,53729,60272,201102,190272,321265,69470,74,1964,257,151463,78,394,1665515,10.47,-34670,51.68,304,2587,50282,0
2024-05-04,250785,72823,145507,44971,56040,210978,229135,51539,73656,205,5224,884,132013,94,633,411869,17.41,102566,51.19,220,1684,2293,0
2024-05-05,196089,161878,42384,21658,77357,146355,193487,460243,61880,54,4675,926,191693,83,796,1758998,11.92,26422,83.26,118,3250,23443,0
2024-05-06,217392,216592,86929,24253,73368,148682,23074,439546,71078,169,6694,493,151964,90,885,205940,18.37,-46788,64.31,291,3084,40725,0
2024-05-07,178823,11759,132959,67166,18211,184398,151621,362579,98646,326,3076,966,86733,37,717,1077444,13.71,182131,85.83,181,4013,50212,0
2024-05-08,125864,267164,81153,51563,7842,24924,297107,565584,86290,67,7865,951,177214,32,504,686373,8.3,37594,69.43,21,4554,19595,0
2024-05-09,413002,143554,80388,29390,65115,123143,232434,113965,66633,480,6643,611,186751,54,955,1690726,11.65,82152,70.38,415,4883,10740,1
2024-05-10,229141,296586,36401,91664,68852,120253,237679,565249,36655,247,9524,144,182687,98,164,1420985,15.96,244819,73.08,342,4436,13559,0
2024-05-11,387654,103501,124503,54578,47968,217234,57265,423192,53601,106,6249,207,188625,84,362,1289353,5.76,-27993,82.09,229,2199,43741,0
2024-05-12,74748,274223,132834,82025,19508,110297,21061,382066,13114,142,2316,318,119264,69,277,286351,24.27,63805,62.31,407,3075,40044,0
2024-05-13,25801,69676,39084,106850,24005,10869,164882,147799,36502,68,2196,542,89071,79,883,1735335,20.55,294785,55.47,351,635,22747,0
2024-05-14,170262,227516,115641,35658,56575,107088,118502,143948,59768,433,4170,929,182074,62,907,1239656,20.03,45815,75.02,295,2525,41920,0
2024-05-15,462905,183532,110111,9852,20971,11014,289944,526055,58128,402,1355,414,132611,47,294,573050,18.65,258959,64.71,181,4035,8973,0
2024-05-16,255362,100397,143299,97986,27599,20103,261505,193314,30028,242,1028,276,80658,86,867,556195,19.76,295626,69.91,477,3390,16333,0
2024-05-17,464209,82847,41041,5551,68914,223594,112228,298099,65565,286,2013,327,19852,45,575,417972,28.37,212783,79.11,245,3257,31129,1
2024-05-18,49592,103607,93920,74947,69055,120317,211548,305821,93123,436,3024,802,15387,67,577,1639998,5.21,275737,72.24,484,4273,1037,0
2024-05-19,292791,230178,70681,64001,7355,237079,295198,360929,45333,475,9490,771,137571,70,999,1527604,6.19,28038,77.91,175,880,39758,1
2024-05-20,159788,159521,86571,52159,56120,174530,181469,510188,13174,326,6839,366,107295,36,476,1780871,9.79,215880,74.49,196,2028,33311,0
2024-05-21,239963,74077,132556,54707,76619,231677,18233,61618,45398,276,6791,969,140381,82,91,1718968,9.18,203506,83.29,179,4128,39206,0
2024-05-22,268710,189374,31160,36243,40342,92409,247277,386430,45929,282,1754,937,49994,92,514,1713798,9.53,-33527,81.77,61,1348,57829,0
2024-05-23,240984,267009,22633,24800,4257,33248,161140,328266,14321,89,9961,478,126912,61,671,878894,21.8,78771,74.04,328,4627,49503,0
2024-05-24,392771,147717,22014,78939,29364,230232,332871,660724,65421,372,4735,588,174797,67,327,1678914,16.49,75801,80.55,198,2427,29207,0
2024-05-25,352460,48000,85532,60828,26972,184588,337597,260448,82635,202,2238,801,141632,51,885,1847888,29.79,36623,89.31,129,2665,44624,0
2024-05-26,278067,36737,54104,10239,28654,170133,109135,545919,33760,176,2906,786,134210,45,68,1628362,10.67,175097,69.45,114,4786,34241,1
2024-05-27,284512,283629,82231,9710,31320,165242,222314,186109,21360,286,8399,389,66565,81,115,1128520,12.77,248964,68.57,171,2621,1058,1
2024-05-28,97575,196240,73388,24384,22808,18024,18682,78633,20313,104,8961,456,11312,58,216,1419204,29.61,165933,84.39,304,3418,3636,0
2024-05-29,288799,62487,21014,24038,54389,223286,159455,262456,95998,485,5601,756,159277,45,634,1473368,25.79,269733,76.21,50,972,31635,0
2024-05-30,257549,284486,97578,43846,36773,244864,325304,348627,15801,221,2460,843,135882,46,452,1470665,16.74,146879,53.2,386,2287,15834,0
2024-05-31,90031,88623,45390,90983,53168,95947,229404,425325,24130,158,8669,971,152667,93,961,809038,18.86,230558,90.15,373,613,16577,0
2024-06-01,489645,193675,28711,70821,29747,184875,290810,516589,24271,403,2416,303,97566,42,871,1704187,26.08,-25780,51.39,174,1836,52766,0
2024-06-02,107922,223046,96658,40991,78396,160368,325961,346213,26075,233,8766,312,31329,85,458,186332,17.02,10531,83.68,330,838,28190,1
2024-06-03,468982,115947,62993,82057,59505,101829,96198,188442,28984,488,2428,651,78187,34,161,981037,10.15,123497,84.15,383,2785,8296,0
2024-06-04,144046,298543,12421,116193,20135,102708,46830,694161,98095,417,5378,886,85542,41,323,1629155,25.71,-40613,92.89,344,1696,22383,0
2024-06-05,426619,138177,22727,9971,49377,96664,15234,121947,70942,247,8529,422,118237,70,456,1404116,18.44,195752,52.44,169,578,46438,0
2024-06-06,52097,226454,117418,32139,25554,159329,62616,220205,22861,420,5474,693,124476,32,422,354547,8.83,26815,76.86,273,3152,59755,0
2024-06-07,491873,119575,9358,88445,64491,153927,276365,145761,92203,422,4071,280,45645,62,646,1052865,17.64,-22416,69.25,362,4880,25660,0
2024-06-08,162038,217606,70108,80067,57621,95178,147482,425897,81376,136,1555,598,97502,79,700,896747,15.33,-5217,64.88,27,4818,43493,0
2024-06-09,144862,86218,99018,83257,60283,111121,216127,603214,71247,250,9547,419,97310,85,88,410112,26.92,120881,54.06,182,3140,53949,1
2024-06-10,250229,73230,129457,87742,18923,30025,197485,154700,79101,386,2563,182,79619,38,154,1830455,8.15,135399,75.32,486,1756,3674,0
2024-06-11,138834,255756,36910,40711,49591,145530,6051,386128,30977,371,2040,402,43513,79,373,371251,26.88,74494,71.56,361,1327,49564,0
2024-06-12,113848,172552,131888,9530,64261,73610,81918,486606,60617,324,3686,361,18749,58,842,1663332,17.81,65814,54.7,42,3218,44833,0
2024-06-13,72921,49986,60754,14116,56336,80843,83116,623881,67473,260,3553,883,171855,68,463,680069,15.11,200139,77.56,270,3310,23820,1
2024-06-14,200798,165232,114847,68794,76083,117237,233931,55209,96654,440,2779,299,70645,74,478,366013,9.05,91929,83.21,219,3885,20504,1
2024-06-15,146141,111358,43467,3282,62948,225033,311901,449749,98177,167,1075,339,63175,46,684,555911,22.52,123333,84.53,392,2465,26666,0
2024-06-16,201372,83506,38893,82473,35002,190903,213547,660885,82902,240,5326,791,158395,85,779,553638,28.17,285732,90.74,339,2927,44794,0
2024-06-17,304821,44911,81329,4898,75016,184499,231572,319355,25630,91,6835,782,60762,75,938,1680835,14.38,196509,68.43,391,3341,3076,1
2024-06-18,75609,216111,36007,7135,28672,234881,136379,59927,30056,91,6057,394,74222,96,110,1927791,11.04,-36420,92.89,173,1113,53342,0
2024-06-19,247897,94458,59253,9629,6213,140299,61889,691621,17382,364,3349,611,175565,98,661,1436371,18.87,-31760,88.94,490,1062,38555,0
2024-06-20,469877,22175,17323,112472,12293,179578,231256,205666,65739,325,3773,788,199400,43,356,1467694,24.9,204351,63.34,416,4852,56208,0
2024-06-21,51024,131300,116335,88120,57860,15668,303088,258785,91685,378,3262,980,22213,96,403,594509,5.09,295590,57.17,433,684,33406,0
2024-06-22,90313,96925,117356,92087,64507,232542,43134,388526,58639,66,4229,495,107367,52,442,123446,20.78,204271,69.59,14,2692,41262,0
2024-06-23,409957,254446,115944,68031,59134,188267,207834,189005,69838,332,1392,848,188002,90,253,1930283,19.91,30974,68.09,43,4565,26784,0
2024-06-24,204078,76358,21456,36380,4100,83233,232579,678068,56041,480,2108,237,168785,52,307,1317756,12.95,23401,75.91,289,745,53729,0
2024-06-25,377429,57057,36367,115507,63997,165489,30954,614984,10992,307,5362,938,117157,56,535,628111,16.29,163165,76.25,154,4586,22125,0
2024-06-26,428554,278294,59624,20071,30172,91982,191093,246521,82394,112,6188,977,42583,83,566,244526,11.17,114340,83.75,360,2734,24216,0
2024-06-27,481243,276569,146178,23074,22132,116133,231999,379760,77657,111,9802,922,138792,39,495,759292,24.75,215790,72.95,80,1365,3581,0
2024-06-28,133632,264726,73008,93724,20199,20751,215938,499764,37160,149,6057,228,89944,45,758,1027724,20.86,136443,54.72,474,2587,16600,0
2024-06-29,493351,288176,130926,70843,38609,56218,206499,207195,55156,68,4998,148,32369,70,229,305162,18.32,198123,88.62,357,1100,31284,0
2024-06-30,432724,12198,120395,42901,44965,136649,272136,451013,61375,66,9864,775,189000,84,391,1216541,14.81,254960,63.94,239,3533,21171,0
2024-07-01,271451,194466,121492,14205,10016,17352,6961,100013,96442,374,7566,888,125844,90,182,566196,12.28,39460,93.71,134,2556,26091,1
2024-07-02,23051,177292,77240,58661,41779,220124,17497,451562,29572,472,4677,392,29510,78,492,372654,25.57,256256,55.3,287,2631,15333,1
2024-07-03,199819,154931,69315,8906,33881,98835,261446,266486,14136,422,6796,727,22120,81,885,1585837,16.29,1048,93.12,280,1032,31535,1
2024-07-04,396836,172491,15756,5591,26472,107493,280399,476888,71868,295,7363,635,109847,31,302,765897,17.54,156518,54.1,366,2542,24487,0
2024-07-05,107235,270910,41378,65987,53813,38927,140639,460869,92263,300,9123,410,108575,79,314,1614475,18.02,82850,60.4,24,857,11404,0
2024-07-06,467237,33236,140327,66370,38021,182166,315991,600428,42167,130,9222,636,139269,72,142,205935,16.21,257896,52.1,251,877,44934,1
2024-07-07,217484,97955,130703,83685,56131,111948,240889,313328,25479,88,8690,738,15295,37,711,955566,11.4,282870,81.73,162,2719,34700,0
2024-07-08,209407,226586,61549,113454,26087,195194,184075,477709,41376,85,2400,333,30460,88,460,857993,8.01,161912,88.26,62,4988,19047,0
2024-07-09,469395,113145,78794,108487,14828,39493,25389,161361,14823,473,5071,308,24963,94,187,601443,7.46,256932,69.53,158,3807,42516,0
2024-07-10,445309,156430,50113,57400,63610,233319,180595,447172,80456,478,9808,704,87116,41,257,353978,23.94,216891,91.78,367,3096,16577,0
2024-07-11,482894,240785,79069,28150,3401,214611,328720,66555,29585,437,3786,193,37328,33,686,769142,10.59,-49955,76.56,459,1283,25298,0
2024-07-12,231810,104914,141321,34852,17193,41707,311063,574213,27272,458,8169,426,94629,70,795,476924,6.39,-42242,78.35,228,2879,16015,0
2024-07-13,452950,217990,130541,45870,46864,209886,218175,664673,36619,246,1870,324,134034,36,622,487688,24.94,205397,88.04,122,4103,26568,0
2024-07-14,223687,24596,14686,55756,22307,148368,8358,461906,85069,207,5196,989,31605,98,356,616404,8.85,104509,63.36,297,1482,49876,0
2024-07-15,93523,142351,58363,118357,21611,166470,257557,370646,49895,253,3739,891,120901,98,315,437864,20.63,100657,65.94,286,4442,27204,1
2024-07-16,256175,204269,102543,59481,45791,45842,212596,305658,13720,245,1940,110,185885,59,695,1750868,13.47,90926,90.77,461,3090,32748,0
2024-07-17,114476,148155,136733,4283,13950,23261,259488,492065,29267,265,1340,428,187443,35,367,1170648,8.16,133148,90.54,437,1542,27267,0
2024-07-18,253841,130674,100673,36691,78240,86709,110982,153844,25696,334,8422,111,118241,48,162,181015,15.36,269094,93.94,92,3038,22236,1
2024-07-19,299163,267529,47828,4125,79403,105985,233129,141321,39968,245,5133,134,57598,95,950,325075,5.37,98421,90.58,459,1361,33615,0
2024-07-20,365757,250469,53604,70065,4745,116616,272842,148234,63364,356,1659,546,82258,39,427,1892874,26.03,177300,55.73,227,2376,2104,0
